"term","name","family"
"Abhimanyu","Sanskrit","Indo-European"
"abhinaya","Sanskrit","Indo-European"
"Abhishikt","Sanskrit","Indo-European"
"abhominable","Latin","Indo-European"
"abhominal","Latin","Indo-European"
"abhor","Latin","Indo-European"
"abhorrent","Latin","Indo-European"
"abhyanga","Sanskrit","Indo-European"
"Abiah","Here","Atlantic-Congo"
"Abib","Here","Atlantic-Congo"
"abid","Arabic","Afro-Asiatic"
"abidance","Middle English","Indo-European"
"abide","Middle English","Indo-European"
"abiding","Middle English","Indo-European"
"abient","Latin","Indo-European"
"abietene","Latin","Indo-European"
"abietic acid","Latin","Indo-European"
"abietite","Tingal","Bookkeeping"
"Abiezer","Here","Atlantic-Congo"
"Abigail","Here","Atlantic-Congo"
"abigeat","Latin","Indo-European"
"abigeus","Latin","Indo-European"
"Abijah","Here","Atlantic-Congo"
"Abilene","Ancient North Greek","Indo-European"
"ability","Middle French","Indo-European"
"abilo","Tagalog","Austronesian"
"abime","French","Indo-European"
"Abimelech","Here","Atlantic-Congo"
"Abiodun","Yoruba","Atlantic-Congo"
"abiogenesis","Ancient North Greek","Indo-European"
"abiosis","Ancient North Greek","Indo-European"
"abiotic","Ancient North Greek","Indo-European"
"Abipón","Spanish","Indo-European"
"Abiquiú","Tewa","Kiowa-Tanoan"
"abir","Hindi","Indo-European"
"abirritant","Latin","Indo-European"
"abisetaoshi","Japanese","Japonic"
"abishag","Here","Atlantic-Congo"
"abite","Germanic","Indo-European"
"Abitibi","Algonquin","Algic"
"Abitur","German","Indo-European"
"Abiturient","Latin","Indo-European"
"abiu","Portuguese","Indo-European"
"abjad","Arabic","Afro-Asiatic"
"abject","Latin","Indo-European"
"abjection","Middle French","Indo-European"
"abjective","Middle English","Indo-European"
"abjectly","Middle English","Indo-European"
"abjecture","Latin","Indo-European"
"abjudge","Latin","Indo-European"
"abjudicate","Latin","Indo-European"
"abjugate","Latin","Indo-European"
"abjunctive","Latin","Indo-European"
"abjuration","Latin","Indo-European"
"abjure","Latin","Indo-European"
"abkar","Old Persian","Bookkeeping"
"abkari","Old Persian","Bookkeeping"
"Abkhas","Russian","Indo-European"
"Abkhaz","Russian","Indo-European"
"Abkhazia","Georgian","Kartvelian"
"ablactate","Latin","Indo-European"
"ablactation","Late Latin","Indo-European"
"ablaqueate","Latin","Indo-European"
"ablaqueation","Latin","Indo-European"
"ablastin","Ancient North Greek","Indo-European"
"ablastous","Ancient North Greek","Indo-European"
"ablate","Middle English","Indo-European"
"ablatio","Latin","Indo-European"
"ablatio placentae","Latin","Indo-European"
"ablatio retinae","Medieval Latin","Indo-European"
"ablation","Late Latin","Indo-European"
"ablative","Middle French","Indo-European"
"ablative absolute","Latin","Indo-European"
"ablaut","German","Indo-European"
"able","Middle French","Indo-European"
"ablegate","Latin","Indo-European"
"ablegation","Latin","Indo-European"
"ablepharon","Ancient North Greek","Indo-European"
"ablepsia","Ancient North Greek","Indo-European"
"ablepsy","Ancient North Greek","Indo-European"
"Ables","Scots","Indo-European"
"ablet","Late Latin","Indo-European"
"abligate","Latin","Indo-European"
"abligurition","Latin","Indo-European"
"ablood","Middle English","Indo-European"
"ablude","Latin","Indo-European"
"abluent","Latin","Indo-European"
"ablute","Indo-European","Indo-European"
"ablution","Middle French","Indo-European"
"ablutophobia","Latin","Indo-European"
"ablutophobic","Latin","Indo-European"
"abluvion","Late Latin","Indo-European"
"ably","Middle English","Indo-European"
"abnegate","Latin","Indo-European"
"abnegation","Late Latin","Indo-European"
"abnegative","Latin","Indo-European"
"abnegator","Late Latin","Indo-European"
"Abner","Here","Atlantic-Congo"
"abnet","Here","Atlantic-Congo"
"Abney","Middle English","Indo-European"
"abnormal","Latin","Indo-European"
"abnormity","Latin","Indo-European"
"abnormous","Latin","Indo-European"
"Åbo","Swedish","Indo-European"
"aboard","Middle English","Indo-European"
"abocclusion","Indo-European","Indo-European"
"abode","Middle English","Indo-European"
"abogado","Latin","Indo-European"
"aboideau","Acadian","Indo-European"
"abolish","Middle French","Indo-European"
"abolishable","French","Indo-European"
"abolishment","Middle French","Indo-European"
"abolition","Middle French","Indo-European"
"abolla","Latin","Indo-European"
"aboma","Akan","Atlantic-Congo"
"abomasal","Latin","Indo-European"
"abomasum","Old Latin","Indo-European"
"abominable","Middle French","Indo-European"
"abominable snowman","Tibetan","Sino-Tibetan"
"abominate","Late Latin","Indo-European"
"abominatio","Latin","Indo-European"
"abomination","Middle French","Indo-European"
"abomine","French","Indo-European"
"abominous","Latin","Indo-European"
"abonné","French","Indo-European"
"abonnement","French","Indo-European"
"Abood","Arabic","Afro-Asiatic"
"aboon","Middle English","Indo-European"
"aborad","Latin","Indo-European"
"abord","French","Indo-European"
"abordage","French","Indo-European"
"aborigines","Latin","Indo-European"
"Aborigines","Latin","Indo-European"
"aborisha","Yoruba","Atlantic-Congo"
"abort","Latin","Indo-European"
"abortifacient","Latin","Indo-European"
"abortin","Latin","Indo-European"
"abortion","Latin","Indo-European"
"abortive","Middle French","Indo-European"
"abortorium","Russian","Indo-European"
"abortus","Old Latin","Indo-European"
"Aboukir","Arabic","Afro-Asiatic"
"aboulomania","Latin","Indo-European"
"abound","Middle French","Indo-European"
"about","Middle English","Indo-European"
"above","Middle English","Indo-European"
"above all","Dutch","Indo-European"
"Abovyan","Western Armenian","Indo-European"
"Abqaiq","Arabic","Afro-Asiatic"
"abra","Spanish","Indo-European"
"abracadabra","Late Latin","Indo-European"
"abracadabrant","French","Indo-European"
"abrachia","Ancient North Greek","Indo-European"
"abrachiocephalia","Ancient North Greek","Indo-European"
"abrade","Latin","Indo-European"
"Abraham","Late Latin","Indo-European"
"Abraham's bosom","Ancient North Greek","Indo-European"
"Abrahamian","Western Armenian","Indo-European"
"Abrahamyan","Western Armenian","Indo-European"
"Abrahan","Spanish","Indo-European"
"abraid","Germanic","Indo-European"
"Abram","Here","Atlantic-Congo"
"Abramo","Italian","Indo-European"
"abranchiata","Ancient North Greek","Indo-European"
"Abrantes","Portuguese","Indo-European"
"abrasable","Latin","Indo-European"
"Abrasax","Ancient North Greek","Indo-European"
"abrase","Latin","Indo-European"
"abrash","Ottoman Turkish","Turkic"
"abrasin oil","French","Indo-European"
"abrasion","Medieval Latin","Indo-European"
"abraum","Middle Low German","Indo-European"
"abrazo","Latin","Indo-European"
"abreact","German","Indo-European"
"abreaction","German","Indo-European"
"abread","Middle English","Indo-European"
"abreast","Middle English","Indo-European"
"Abrek","Ossetic","Indo-European"
"abrenounce","Medieval Latin","Indo-European"
"abrenunciation","Middle French","Indo-European"
"abreption","Latin","Indo-European"
"Abreu","Portuguese","Indo-European"
"abreuvoir","French","Indo-European"
"abri","Middle French","Indo-European"
"Abri Audit","French","Indo-European"
"abridge","Middle French","Indo-European"
"Abridge","Middle English","Indo-European"
"abridgment","Middle French","Indo-European"
"Abrigo","Spanish","Indo-European"
"abrin","Tingal","Bookkeeping"
"abroach","Middle French","Indo-European"
"abroad","Middle English","Indo-European"
"abrocome","Latin","Indo-European"
"abrogable","Latin","Indo-European"
"abrogate","Latin","Indo-European"
"abrogation","Latin","Indo-European"
"abronia","Tingal","Bookkeeping"
"abrood","Middle English","Indo-European"
"abrook","Middle English","Indo-European"
"abrosexual","Ancient North Greek","Indo-European"
"abrotanum","Latin","Indo-European"
"abrotine","Medieval Latin","Indo-European"
"abrupt","Latin","Indo-European"
"abruption","Latin","Indo-European"
"Abruzzo","Italian","Indo-European"
"abs-","Latin","Indo-European"
"Absalom","Here","Atlantic-Congo"
"Absaroka","Dakota","Siouan"
"abscess","Latin","Indo-European"
"abscession","Latin","Indo-European"
"abscind","Latin","Indo-European"
"abscise","Latin","Indo-European"
"abscision","Latin","Indo-European"
"absciss","Latin","Indo-European"
"abscissa","Latin","Indo-European"
"abscissio infiniti","Latin","Indo-European"
"abscission","Latin","Indo-European"
"abscond","Middle French","Indo-European"
"absconsio","Latin","Indo-European"
"abscopal","Latin","Indo-European"
"abseil","German","Indo-European"
"absence","Middle French","Indo-European"
"absent","Middle French","Indo-European"
"absentaneous","Late Latin","Indo-European"
"absentation","Medieval Latin","Indo-European"
"absente reo","Old Latin","Indo-European"
"absentia","Latin","Indo-European"
"absentia epileptica","Latin","Indo-European"
"absential","Latin","Indo-European"
"absinthe","Latin","Indo-European"
"absinthiate","Latin","Indo-European"
"absinthin","Latin","Indo-European"
"absinthium","Ancient North Greek","Indo-European"
"absist","Latin","Indo-European"
"absit","Latin","Indo-European"
"absit omen","Latin","Indo-European"
"absolute","Middle French","Indo-European"
"absolute state","Latin","Indo-European"
"absolution","Middle French","Indo-European"
"absolutism","French","Indo-European"
"absolutist","French","Indo-European"
"absolutory","Latin","Indo-European"
"absolve","Latin","Indo-European"
"absolvent","Latin","Indo-European"
"absolvitor","Latin","Indo-European"
"absolvitur","Latin","Indo-European"
"absonant","Latin","Indo-European"
"absonous","Latin","Indo-European"
"absorb","Middle French","Indo-European"
"absorbent","Latin","Indo-European"
"absorpt","Latin","Indo-European"
"absorption","Latin","Indo-European"
"absque hoc","Latin","Indo-European"
"abstain","Middle French","Indo-European"
"abstainer","Middle English","Indo-European"
"abstand","German","Indo-European"
"abstemious","Latin","Indo-European"
"abstention","Late Latin","Indo-European"
"abstentionism","French","Indo-European"
"absterge","Middle French","Indo-European"
"abstergent","Latin","Indo-European"
"absterse","Latin","Indo-European"
"abstersion","Medieval Latin","Indo-European"
"abstersive","Middle French","Indo-European"
"abstinence","Middle French","Indo-European"
"abstinent","Middle French","Indo-European"
"Abstinent","Middle English","Indo-European"
"abstract","Latin","Indo-European"
"abstraction","Middle French","Indo-European"
"abstractive","Medieval Latin","Indo-European"
"abstractly","Middle English","Indo-European"
"abstractum","Latin","Indo-European"
"abstrict","Latin","Indo-European"
"abstriction","Latin","Indo-European"
"abstringe","Latin","Indo-European"
"abstrude","Latin","Indo-European"
"abstruse","French","Indo-European"
"abstrusion","Latin","Indo-European"
"absume","Latin","Indo-European"
"absumption","Latin","Indo-European"
"absurd","Latin","Indo-European"
"absurdity","Latin","Indo-European"
"absurdum","Latin","Indo-European"
"Absyrtus","Ancient North Greek","Indo-European"
"abthane","Medieval Latin","Indo-European"
"Abu","Arabic","Afro-Asiatic"
"Abu Dhabi","Arabic","Afro-Asiatic"
"Abu Grein","Arabic","Afro-Asiatic"
"abugida","Geez","Afro-Asiatic"
"Abui","Abui","Timor-Alor-Pantar"
"Abuladze","Georgian","Kartvelian"
"Abulfeda","Arabic","Afro-Asiatic"
"abulia","Ancient North Greek","Indo-European"
"Abun","Tigrinya","Afro-Asiatic"
"abuna","Arabic","Afro-Asiatic"
"Abuna","Portuguese","Indo-European"
"abundance","Middle French","Indo-European"
"abundance of caution","Latin","Indo-European"
"abundant","Anglo-Norman","Indo-European"
"abundantly","Middle English","Indo-European"
"Abundez","Spanish","Indo-European"
"Abundius","Latin","Indo-European"
"abura","Yoruba","Atlantic-Congo"
"aburaage","Japanese","Japonic"
"aburachan seed","Japanese","Japonic"
"aburagiri","Japanese","Japonic"
"abuse","Middle French","Indo-European"
"Abushanab","Arabic","Afro-Asiatic"
"abusion","Middle French","Indo-European"
"abusive","French","Indo-European"
"abusua","Akan","Atlantic-Congo"
"abut","Medieval Latin","Indo-European"
"abutilon","Arabic","Afro-Asiatic"
"abutment","Middle French","Indo-European"
"abwab","Old Persian","Bookkeeping"
"aby","Middle English","Indo-European"
"abydocomist","Ancient North Greek","Indo-European"
"Abydos","Ancient North Greek","Indo-European"
"abysm","Middle French","Indo-European"
"abysmal","Indo-European","Indo-European"
"abyss","Late Latin","Indo-European"
"abyssal","Medieval Latin","Indo-European"
"Abyssinia","Old Latin","Indo-European"
"abyssus","Latin","Indo-European"
"ac-","Middle French","Indo-European"
"acacia","Ancient North Greek","Indo-European"
"Acacius","Ancient North Greek","Indo-European"
"academe","Ancient North Greek","Indo-European"
"academia","Ancient North Greek","Indo-European"
"academic","Medieval Latin","Indo-European"
"academic freedom","German","Indo-European"
"academician","French","Indo-European"
"academist","French","Indo-European"
"academy","French","Indo-European"
"Academy","French","Indo-European"
"Acadia","Italian","Indo-European"
"acai","Brazilian Portuguese","Indo-European"
"acai berry","Brazilian Portuguese","Indo-European"
"acajou","Portuguese","Indo-European"
"acalculia","Latin","Indo-European"
"acaleph","Ancient North Greek","Indo-European"
"acalephoid","Tingal","Bookkeeping"
"acalycine","Latin","Indo-European"
"Acampora","Italian","Indo-European"
"acampsia","Ancient North Greek","Indo-European"
"acana","Spanish","Indo-European"
"acanth-","Ancient North Greek","Indo-European"
"acantha","Ancient North Greek","Indo-European"
"acanthaceous","Latin","Indo-European"
"acanthamoebiasis","Tingal","Bookkeeping"
"acanthella","Tingal","Bookkeeping"
"acanthesthesia","Ancient North Greek","Indo-European"
"acanthine","Latin","Indo-European"
"acanthion","Ancient North Greek","Indo-European"
"acanthite","Ancient North Greek","Indo-European"
"acantho-","Ancient North Greek","Indo-European"
"acanthocarpous","Ancient North Greek","Indo-European"
"acanthocephalan","Ancient North Greek","Indo-European"
"acanthocladous","Ancient North Greek","Indo-European"
"acanthocyte","Ancient North Greek","Indo-European"
"acanthokeratodermia","Ancient North Greek","Indo-European"
"acanthoma adenoides cysticum","Latin","Indo-European"
"acanthophorous","Ancient North Greek","Indo-European"
"acanthopodious","Ancient North Greek","Indo-European"
"acanthopt","Latin","Indo-European"
"acanthopteri","Ancient North Greek","Indo-European"
"acanthopterous","Ancient North Greek","Indo-European"
"acanthopterygian","Ancient North Greek","Indo-European"
